Animal ID,Name,DateTime,MonthYear,Date of Birth,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Outcome
A774074,Luna,07/13/2018 06:30:00 PM,07/13/2018 06:30:00 PM,06/09/2017,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown/Black,0
A742434,*Charlie,06/14/2017 09:12:00 AM,06/14/2017 09:12:00 AM,01/21/2017,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,Brown,0
A737508,Leo,11/04/2016 05:56:00 PM,11/04/2016 05:56:00 PM,10/30/2013,Dog,Neutered Male,3 years,Chow Chow Mix,Red,0
A697869,Koby,03/02/2015 07:17:00 PM,03/02/2015 07:17:00 PM,03/02/2013,Dog,Intact Male,2 years,Chihuahua Shorthair/Dachshund,Tricolor,0
A687091,Alizay,09/13/2014 11:16:00 AM,09/13/2014 11:16:00 AM,03/03/2013,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,White/Brown,0
A762926,Ginger,12/02/2017 11:42:00 AM,12/02/2017 11:42:00 AM,11/30/2012,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Tan,0
A716163,*Django,11/23/2015 02:52:00 PM,11/23/2015 02:52:00 PM,11/16/2014,Dog,Intact Male,1 year,German Shepherd Mix,Brown,0
A748112,Turbo,04/30/2017 12:00:00 AM,04/30/2017 12:00:00 AM,04/29/2013,Other,Intact Male,4 years,Guinea Pig Mix,Chocolate,0
A726047,Sophie,05/09/2016 04:46:00 PM,05/09/2016 04:46:00 PM,02/19/2016,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Blue/White,0
A729126,,06/16/2016 03:27:00 PM,06/16/2016 03:27:00 PM,06/13/2015,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,0
A678736,,05/13/2014 02:50:00 PM,05/13/2014 02:50:00 PM,05/05/2014,Dog,Intact Male,1 weeks,Chihuahua Shorthair/Jack Russell Terrier,White/Black,0
A814548,*Kylo,03/09/2020 03:39:00 PM,03/09/2020 03:39:00 PM,11/02/2019,Dog,Neutered Male,4 months,Pit Bull/Catahoula,Black/White,0
A827323,*Marley,03/19/2021 11:15:00 AM,03/19/2021 11:15:00 AM,01/04/2012,Cat,Neutered Male,9 years,Maine Coon,Brown Tabby,0
A605110,Liberty,02/11/2018 01:01:00 PM,02/11/2018 01:01:00 PM,06/09/2011,Dog,Spayed Female,6 years,Boxer Mix,Brown/White,0
A713919,*Finch,12/16/2015 04:17:00 PM,12/16/2015 04:17:00 PM,08/31/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,0
A758756,Clementine,09/25/2017 06:20:00 PM,09/25/2017 06:20:00 PM,06/06/2017,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Gray Tabby/Orange,0
A711491,,09/14/2015 01:36:00 PM,09/14/2015 01:36:00 PM,07/23/2015,Dog,Intact Male,1 month,Plott Hound Mix,Brown/Black,0
A682289,Pepe,10/19/2018 06:58:00 PM,10/19/2018 06:58:00 PM,06/26/2009,Dog,Neutered Male,9 years,Rottweiler Mix,Black/Tan,0
A780708,*Barney,09/21/2018 03:08:00 PM,09/21/2018 03:08:00 PM,06/27/2018,Dog,Intact Male,2 months,Australian Cattle Dog Mix,White/Brown,0
A774963,*Foxy,06/26/2018 07:03:00 PM,06/26/2018 07:03:00 PM,06/22/2016,Dog,Spayed Female,2 years,Chihuahua Longhair Mix,Brown/Black,0
A763913,Lightning,12/28/2017 02:37:00 PM,12/28/2017 02:37:00 PM,06/18/2014,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby,0
A670621,Diamond,02/07/2014 01:38:00 PM,02/07/2014 01:38:00 PM,05/16/2007,Dog,Spayed Female,6 years,Pit Bull Mix,Tan,0
A780128,,09/11/2018 02:46:00 PM,09/11/2018 02:46:00 PM,07/10/2018,Dog,Intact Female,2 months,Weimaraner/Vizsla,Chocolate,0
A678670,Chiquita,07/12/2014 08:27:00 PM,07/12/2014 08:27:00 PM,05/21/2014,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Brown Tabby,0
A711881,,09/17/2015 04:40:00 PM,09/17/2015 04:40:00 PM,07/13/2015,Dog,Spayed Female,2 months,Dachshund Mix,Tan/White,0
A687841,Sunset,01/01/2015 03:19:00 PM,01/01/2015 03:19:00 PM,09/10/2006,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Cream Tabby,0
A801222,Chico,10/19/2019 02:36:00 PM,10/19/2019 02:36:00 PM,08/01/2017,Dog,Neutered Male,2 years,Smooth Fox Terrier Mix,Black/White,0
A714642,Willie,10/26/2015 01:57:00 PM,10/26/2015 01:57:00 PM,10/26/2009,Dog,Neutered Male,6 years,Lhasa Apso Mix,White,0
A749892,,05/27/2017 05:16:00 PM,05/27/2017 05:16:00 PM,04/14/2017,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,1
A739049,Oscar,05/09/2017 12:25:00 PM,05/09/2017 12:25:00 PM,12/02/2008,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby,0
A666354,,11/03/2013 05:00:00 PM,11/03/2013 05:00:00 PM,10/30/2010,Dog,Neutered Male,3 years,Miniature Poodle Mix,Apricot,0
A668694,Reece,12/12/2013 05:06:00 PM,12/12/2013 05:06:00 PM,08/23/2013,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,White,0
A816676,,06/02/2020 08:05:00 AM,06/02/2020 08:05:00 AM,03/24/2020,Cat,Neutered Male,2 months,Domestic Shorthair,Black,0
A660054,Ginger,08/09/2014 03:12:00 PM,08/09/2014 03:12:00 PM,08/02/2012,Dog,Spayed Female,2 years,Pbgv Mix,White/Tan,0
A746322,Paige,04/12/2017 09:19:00 AM,04/12/2017 09:19:00 AM,03/31/2016,Dog,Spayed Female,1 year,German Shepherd/Labrador Retriever,Cream/White,0
A794650,,05/16/2019 05:07:00 PM,05/16/2019 05:07:00 PM,05/10/2017,Dog,Spayed Female,2 years,Pointer,White/Brown,0
A805355,,09/29/2019 01:18:00 PM,09/29/2019 01:18:00 PM,05/25/2019,Cat,Intact Female,4 months,Domestic Shorthair,Torbie,0
A815792,,03/26/2020 02:16:00 PM,03/26/2020 02:16:00 PM,03/26/2019,Other,Unknown,1 year,Bat,Brown,1
A773782,Macy,06/06/2018 07:49:00 PM,06/06/2018 07:49:00 PM,06/05/2016,Dog,Spayed Female,2 years,German Shepherd Mix,Black,0
A767425,*Wylie,03/30/2018 11:59:00 AM,03/30/2018 11:59:00 AM,02/28/2017,Dog,Neutered Male,1 year,German Shepherd/Black/Tan Hound,Black/Brown,0
A709115,Sally,09/23/2018 12:20:00 PM,09/23/2018 12:20:00 PM,08/05/2013,Dog,Spayed Female,5 years,Pit Bull Mix,Fawn/White,0
A806796,,10/30/2019 09:20:00 AM,10/30/2019 09:20:00 AM,10/23/2013,Cat,Neutered Male,6 years,Domestic Shorthair,Brown Tabby,0
A714282,Deliah,11/13/2015 06:36:00 PM,11/13/2015 06:36:00 PM,10/21/2010,Dog,Spayed Female,5 years,Labrador Retriever Mix,Tan,0
A803435,,09/07/2019 02:30:00 PM,09/07/2019 02:30:00 PM,05/01/2019,Dog,Spayed Female,4 months,Bull Terrier Miniature/Chihuahua Shorthair,Tan/White,0
A716376,,12/17/2015 11:33:00 AM,12/17/2015 11:33:00 AM,10/18/2015,Dog,Spayed Female,1 month,Boxer Mix,Red/White,0
A663961,Cooper,10/06/2013 03:09:00 PM,10/06/2013 03:09:00 PM,09/27/2009,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Chocolate/Tan,0
A734653,,09/14/2016 07:19:00 PM,09/14/2016 07:19:00 PM,03/11/2012,Dog,Spayed Female,4 years,Chihuahua Shorthair,Brown,0
A795897,,07/05/2019 05:41:00 PM,07/05/2019 05:41:00 PM,03/25/2019,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0
A697906,,03/10/2015 03:03:00 PM,03/10/2015 03:03:00 PM,03/03/2013,Dog,Spayed Female,2 years,Miniature Pinscher,Black/Tan,0
A752312,*Tic Tac,09/02/2017 03:19:00 PM,09/02/2017 03:19:00 PM,05/15/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White,0
A788351,*Starsky,02/18/2019 04:02:00 PM,02/18/2019 04:02:00 PM,03/31/2018,Dog,Neutered Male,10 months,Australian Cattle Dog,Cream/Tan,0
A823319,*Pippa,01/19/2021 09:14:00 AM,01/19/2021 09:14:00 AM,08/28/2020,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue Tabby,0
A779387,,09/01/2018 02:48:00 PM,09/01/2018 02:48:00 PM,08/31/2016,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,1
A699822,Misty,04/07/2015 03:21:00 PM,04/07/2015 03:21:00 PM,04/03/2007,Cat,Spayed Female,8 years,Domestic Shorthair,Black/White,0
A828301,,01/24/2021 03:20:00 PM,01/24/2021 03:20:00 PM,01/13/2017,Cat,Spayed Female,4 years,Domestic Shorthair,Tortie,0
A747925,,04/28/2017 06:40:00 PM,04/28/2017 06:40:00 PM,04/09/2017,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Brown Tabby/Black,0
A723933,,04/09/2016 12:41:00 PM,04/09/2016 12:41:00 PM,03/25/2016,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue Tabby,0
A744475,Lola,06/22/2017 03:12:00 PM,06/22/2017 03:12:00 PM,07/01/2016,Dog,Intact Female,11 months,Miniature Schnauzer/Miniature Poodle,Black/White,0
A784125,Erika,11/15/2018 05:54:00 PM,11/15/2018 05:54:00 PM,11/12/2017,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan,0
A819069,,08/14/2020 10:19:00 AM,08/14/2020 10:19:00 AM,05/19/2020,Cat,Neutered Male,2 months,Domestic Shorthair,Orange,0
A770986,,04/28/2018 03:10:00 PM,04/28/2018 03:10:00 PM,04/13/2018,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,0
A697837,Cassanova,03/06/2015 07:16:00 PM,03/06/2015 07:16:00 PM,09/02/2013,Dog,Neutered Male,1 year,Labrador Retriever Mix,Chocolate,0
A771180,Romeo,06/03/2018 09:40:00 PM,06/03/2018 09:40:00 PM,05/01/2017,Cat,Neutered Male,1 year,Domestic Medium Hair,Black,0
A717550,Isabel,12/17/2015 04:57:00 PM,12/17/2015 04:57:00 PM,12/10/2014,Dog,Spayed Female,1 year,Miniature Poodle Mix,White,0
A664872,,10/10/2013 11:45:00 AM,10/10/2013 11:45:00 AM,10/10/2010,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,1
A727964,Trixie,06/08/2016 11:48:00 AM,06/08/2016 11:48:00 AM,05/29/2013,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico,0
A809514,,11/30/2019 06:12:00 PM,11/30/2019 06:12:00 PM,09/25/2019,Dog,Neutered Male,2 months,Australian Shepherd/German Shepherd,Brown,0
A695218,Nalu,01/15/2015 05:46:00 PM,01/15/2015 05:46:00 PM,01/11/2013,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White,0
A727891,,06/02/2016 07:10:00 PM,06/02/2016 07:10:00 PM,03/28/2016,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black/Tan,0
A729543,,06/23/2016 12:34:00 PM,06/23/2016 12:34:00 PM,06/20/2012,Dog,Spayed Female,4 years,Lhasa Apso Mix,Buff/Gray,0
A795399,Sammi,11/18/2019 12:06:00 PM,11/18/2019 12:06:00 PM,05/20/2018,Dog,Neutered Male,1 year,Miniature Poodle Mix,Tan,0
A756593,Spartacus,05/18/2020 10:31:00 AM,05/18/2020 10:31:00 AM,08/02/2017,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby,0
A779237,Huckleberry,09/03/2018 03:52:00 PM,09/03/2018 03:52:00 PM,08/28/2005,Dog,Neutered Male,13 years,German Shepherd Mix,Tan/White,0
A814181,,02/27/2020 05:22:00 PM,02/27/2020 05:22:00 PM,12/10/2019,Dog,Spayed Female,2 months,Smooth Fox Terrier Mix,Black/Brown,0
A678123,*Onyx,06/17/2014 05:00:00 PM,06/17/2014 05:00:00 PM,04/04/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0
A781921,,10/12/2018 06:13:00 PM,10/12/2018 06:13:00 PM,08/08/2018,Dog,Neutered Male,2 months,Beagle Mix,Black/Tan,0
A807069,*Michele,11/26/2019 04:09:00 PM,11/26/2019 04:09:00 PM,09/17/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby/White,0
A652796,Captain,09/22/2014 04:50:00 PM,09/22/2014 04:50:00 PM,04/29/2011,Dog,Neutered Male,3 years,Miniature Schnauzer,Silver/Black,0
A739577,,01/11/2017 03:50:00 PM,01/11/2017 03:50:00 PM,11/08/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,0
A620043,Charlotte,03/29/2016 05:35:00 PM,03/29/2016 05:35:00 PM,02/11/2010,Dog,Spayed Female,6 years,Catahoula Mix,Blue Merle/White,0
A738556,*Guffy,12/15/2016 05:52:00 PM,12/15/2016 05:52:00 PM,11/17/2015,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,0
A673528,Lulu,05/21/2015 01:00:00 PM,05/21/2015 01:00:00 PM,05/17/2005,Dog,Spayed Female,10 years,Dachshund,Red,0
A665469,*Meek,12/13/2013 05:10:00 PM,12/13/2013 05:10:00 PM,09/30/2013,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Blue,0
A674656,,03/16/2014 05:29:00 PM,03/16/2014 05:29:00 PM,03/16/2007,Dog,Intact Female,7 years,Pit Bull/Boxer,Brown,1
A790968,,03/20/2019 12:00:00 AM,03/20/2019 12:00:00 AM,02/26/2019,Dog,Unknown,3 weeks,Border Collie Mix,White/Cream,0
A696695,Scout,08/23/2019 11:20:00 AM,08/23/2019 11:20:00 AM,08/10/2013,Dog,Spayed Female,6 years,Standard Schnauzer Mix,Blue,0
A699350,,03/30/2015 02:30:00 PM,03/30/2015 02:30:00 PM,07/26/2014,Dog,Intact Female,8 months,Cardigan Welsh Corgi Mix,Tricolor,1
A788087,Midnight,01/26/2019 06:06:00 PM,01/26/2019 06:06:00 PM,05/26/2018,Dog,Intact Female,8 months,German Shepherd Mix,Black,0
A757234,,08/31/2017 12:00:00 AM,08/31/2017 12:00:00 AM,08/09/2017,Cat,Unknown,3 weeks,Domestic Medium Hair Mix,Black,0
A706411,Fiona,03/15/2017 07:03:00 PM,03/15/2017 07:03:00 PM,01/28/2015,Dog,Spayed Female,2 years,German Shepherd Mix,Sable,0
A670565,,01/10/2014 12:59:00 PM,01/10/2014 12:59:00 PM,01/10/2013,Other,Unknown,1 year,Fox Mix,Gray/Brown,1
A686319,Jack,06/14/2015 12:01:00 PM,06/14/2015 12:01:00 PM,03/20/2010,Dog,Neutered Male,5 years,Plott Hound/Rhod Ridgeback,Brown Brindle,0
A763631,Jayce,12/19/2017 04:03:00 PM,12/19/2017 04:03:00 PM,12/12/2016,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Brown,0
A829977,,03/03/2021 09:24:00 AM,03/03/2021 09:24:00 AM,02/27/2019,Other,Unknown,2 years,Bat,Brown,1
A804020,,09/10/2019 03:51:00 PM,09/10/2019 03:51:00 PM,09/09/2017,Dog,Intact Male,2 years,Shih Tzu,Fawn,0
A765669,Truffles,03/06/2018 05:45:00 PM,03/06/2018 05:45:00 PM,01/24/2017,Other,Spayed Female,1 year,Cinnamon Mix,Brown,0
A746863,,04/14/2017 05:14:00 PM,04/14/2017 05:14:00 PM,02/10/2017,Dog,Neutered Male,2 months,Great Dane Mix,Black/White,0
A824277,Pulgoso,10/14/2020 08:44:00 AM,10/14/2020 08:44:00 AM,10/09/2010,Dog,Intact Male,10 years,Shih Tzu,White,1
A677450,Gizmo,05/22/2014 06:32:00 PM,05/22/2014 06:32:00 PM,04/25/2012,Dog,Neutered Male,2 years,Chow Chow/Basset Hound,Brown,1
A683348,*Lance,08/21/2014 11:22:00 AM,08/21/2014 11:22:00 AM,06/18/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0
A812638,Zissou,01/27/2020 03:58:00 PM,01/27/2020 03:58:00 PM,08/26/2019,Dog,Neutered Male,5 months,Siberian Husky,Black/White,0
A702940,,05/20/2015 09:00:00 AM,05/20/2015 09:00:00 AM,05/19/2014,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Blue/White,0
A697842,,05/05/2015 11:48:00 AM,05/05/2015 11:48:00 AM,03/01/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,0
A719605,*Sable G,07/12/2016 08:43:00 AM,07/12/2016 08:43:00 AM,01/23/2015,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White,0
A769804,,04/10/2018 03:50:00 PM,04/10/2018 03:50:00 PM,04/10/2017,Other,Unknown,1 year,Bat Mix,Brown,1
A728263,Jackson,07/07/2016 01:14:00 PM,07/07/2016 01:14:00 PM,03/01/2011,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown,0
A687000,Prince,08/31/2014 03:00:00 PM,08/31/2014 03:00:00 PM,03/02/2013,Dog,Neutered Male,1 year,Cairn Terrier Mix,Black/White,0
A785047,Patty,11/26/2018 12:26:00 PM,11/26/2018 12:26:00 PM,05/25/2017,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White,0
A801630,Simon Junior,11/04/2019 01:05:00 PM,11/04/2019 01:05:00 PM,11/06/2018,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Brown Tabby/White,0
A831535,,04/01/2021 08:24:00 AM,04/01/2021 08:24:00 AM,03/29/2019,Dog,Intact Male,2 years,Chihuahua Shorthair,Tan,1
A730614,,07/08/2016 09:00:00 AM,07/08/2016 09:00:00 AM,07/07/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,0
A628319,Gringa,09/05/2014 06:19:00 PM,09/05/2014 06:19:00 PM,09/05/2005,Dog,Spayed Female,9 years,Pit Bull Mix,Brown/White,1
A674077,,03/06/2014 06:54:00 PM,03/06/2014 06:54:00 PM,03/06/2013,Other,Unknown,1 year,Skunk,Black/White,1
A828362,*Albert,01/19/2021 03:34:00 PM,01/19/2021 03:34:00 PM,05/14/2020,Dog,Intact Male,8 months,Chihuahua Shorthair Mix,White/Tan,0
A703269,,05/22/2015 02:58:00 PM,05/22/2015 02:58:00 PM,02/07/2015,Dog,Intact Female,3 months,Beagle Mix,Brown,1
A479150,Izzie,03/23/2017 12:00:00 AM,03/23/2017 12:00:00 AM,06/14/2007,Cat,Spayed Female,9 years,Domestic Shorthair,Black/White,0
A741280,,01/05/2017 07:01:00 PM,01/05/2017 07:01:00 PM,10/30/2016,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White,0
A799205,Paula,07/17/2019 06:10:00 PM,07/17/2019 06:10:00 PM,01/05/2017,Dog,Spayed Female,2 years,Beagle/Rat Terrier,Tan/White,0
A782638,Flash,07/01/2021 02:02:00 PM,07/01/2021 02:02:00 PM,10/18/2016,Dog,Neutered Male,4 years,Landseer Mix,White/Black,0
A753483,Eli James,07/10/2017 05:59:00 PM,07/10/2017 05:59:00 PM,05/07/2017,Dog,Intact Male,2 months,Labrador Retriever Mix,Black,1
A708834,,11/03/2015 10:22:00 AM,11/03/2015 10:22:00 AM,07/30/2015,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White,0
A794610,Stella,08/13/2019 03:30:00 PM,08/13/2019 03:30:00 PM,02/16/2019,Dog,Spayed Female,5 months,German Shepherd/Siberian Husky,White/White,0
A821270,*Bartlet,09/11/2020 01:53:00 PM,09/11/2020 01:53:00 PM,06/23/2020,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,0
A681578,Brindie,07/07/2014 05:33:00 PM,07/07/2014 05:33:00 PM,05/13/2014,Dog,Spayed Female,1 month,Labrador Retriever/Blue Lacy,Brown Brindle,0
A729947,Tyson,08/12/2016 08:35:00 AM,08/12/2016 08:35:00 AM,06/26/2013,Dog,Neutered Male,3 years,Boxer Mix,Brown,0
A726359,Lizzy,05/11/2016 01:17:00 PM,05/11/2016 01:17:00 PM,04/25/2014,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue/White,0
A774708,Geralt,08/26/2018 03:56:00 PM,08/26/2018 03:56:00 PM,06/04/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0
A694052,,12/26/2014 04:13:00 PM,12/26/2014 04:13:00 PM,12/12/2014,Dog,Intact Male,2 weeks,Anatol Shepherd Mix,Black,0
A696777,,02/16/2015 05:57:00 PM,02/16/2015 05:57:00 PM,10/12/2014,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby,0
A687534,,09/07/2014 09:00:00 AM,09/07/2014 09:00:00 AM,09/06/2013,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White,0
A763329,*Nutmeg,12/14/2017 03:49:00 PM,12/14/2017 03:49:00 PM,12/07/2014,Dog,Spayed Female,3 years,Labrador Retriever Mix,Brown/Black,0
A667965,,12/04/2013 12:44:00 PM,12/04/2013 12:44:00 PM,11/25/2008,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown/Tan,0
A830783,,03/17/2021 08:39:00 AM,03/17/2021 08:39:00 AM,03/16/2019,Other,Unknown,2 years,Raccoon,Black,1
A754589,,07/23/2017 08:50:00 AM,07/23/2017 08:50:00 AM,07/22/2016,Other,Unknown,1 year,Bat Mix,Brown,1
A835835,*Bobbins,06/26/2021 01:31:00 PM,06/26/2021 01:31:00 PM,02/02/2021,Other,Intact Female,4 months,Guinea Pig,Tricolor,0
A737833,Rio,01/18/2018 02:48:00 PM,01/18/2018 02:48:00 PM,11/05/2014,Dog,Neutered Male,3 years,Pit Bull/Labrador Retriever,Chocolate/White,0
A764260,,01/02/2018 05:46:00 PM,01/02/2018 05:46:00 PM,08/26/2017,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Gray,0
A790137,Sky,03/06/2019 11:30:00 AM,03/06/2019 11:30:00 AM,09/05/2015,Dog,Intact Female,3 years,American Bulldog Mix,Blue/White,0
A677885,Lil' Mama,05/12/2014 02:05:00 PM,05/12/2014 02:05:00 PM,04/30/2012,Dog,Intact Female,2 years,Pit Bull Mix,Fawn,0
A703078,,05/20/2015 02:10:00 PM,05/20/2015 02:10:00 PM,04/28/2015,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue,0
A672742,,02/20/2014 01:40:00 PM,02/20/2014 01:40:00 PM,02/01/2013,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black,0
A796695,,06/08/2019 07:01:00 PM,06/08/2019 07:01:00 PM,06/04/2018,Dog,Spayed Female,1 year,Border Collie Mix,Red,0
A663233,*Lobster,10/05/2013 05:16:00 PM,10/05/2013 05:16:00 PM,09/15/2012,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn,0
A775747,*Jimmy,07/08/2018 05:15:00 PM,07/08/2018 05:15:00 PM,07/04/2016,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,0
A714147,King,12/30/2015 04:36:00 PM,12/30/2015 04:36:00 PM,05/18/2015,Dog,Neutered Male,7 months,Pit Bull Mix,Brown/White,0
A717838,Pork Chop,12/11/2016 03:16:00 PM,12/11/2016 03:16:00 PM,09/21/2014,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Tan,0
A635138,Pepe,11/20/2015 06:02:00 PM,11/20/2015 06:02:00 PM,08/19/2011,Dog,Neutered Male,4 years,Pit Bull Mix,Tan/White,0
A695762,Murphy,02/05/2015 06:00:00 PM,02/05/2015 06:00:00 PM,01/22/2012,Dog,Neutered Male,3 years,Beagle/Pointer,White/Red,0
A694066,Smokey,12/26/2014 03:47:00 PM,12/26/2014 03:47:00 PM,12/19/2012,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby,0
A705578,Truffles,06/23/2015 05:52:00 PM,06/23/2015 05:52:00 PM,12/19/2014,Dog,Neutered Male,6 months,Dachshund Mix,Black/Tan,0
A702835,*Pepe,01/15/2016 11:20:00 AM,01/15/2016 11:20:00 AM,04/18/2015,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Torbie,0
A666562,Clifford,03/18/2021 01:51:00 PM,03/18/2021 01:51:00 PM,11/03/2010,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Brown/Black,0
A783395,Logan,11/03/2018 06:56:00 PM,11/03/2018 06:56:00 PM,10/30/2015,Dog,Intact Male,3 years,Toy Poodle Mix,White,0
A687653,Jose,03/31/2016 03:34:00 PM,03/31/2016 03:34:00 PM,09/11/2010,Dog,Neutered Male,5 years,French Bulldog Mix,Tan,0
A702193,,05/10/2015 03:04:00 PM,05/10/2015 03:04:00 PM,04/18/2015,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,0
A734945,*Pup,10/20/2016 05:06:00 PM,10/20/2016 05:06:00 PM,08/08/2016,Dog,Neutered Male,2 months,Boxer,White/Brown Brindle,0
A708788,,08/01/2015 09:00:00 AM,08/01/2015 09:00:00 AM,03/03/2015,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue Tabby,0
A755557,,08/07/2017 06:42:00 PM,08/07/2017 06:42:00 PM,07/07/2017,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,0
A828612,,01/25/2021 04:00:00 PM,01/25/2021 04:00:00 PM,10/06/2020,Cat,Intact Female,3 months,Siamese Mix,Tortie Point,0
A788666,*Percy,02/16/2019 06:13:00 PM,02/16/2019 06:13:00 PM,02/06/2016,Cat,Neutered Male,3 years,Domestic Longhair Mix,Orange Tabby/White,0
A706147,Bonnie,07/02/2015 11:39:00 AM,07/02/2015 11:39:00 AM,06/25/2012,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/Brown,0
A686454,Louie,08/26/2014 11:59:00 AM,08/26/2014 11:59:00 AM,09/22/2013,Dog,Neutered Male,11 months,Chihuahua Shorthair Mix,Tan,0
A827215,,12/21/2020 04:08:00 PM,12/21/2020 04:08:00 PM,12/16/2018,Dog,Neutered Male,2 years,Australian Shepherd,Blue Merle,0
A782620,*Otis,10/26/2018 03:09:00 PM,10/26/2018 03:09:00 PM,10/18/2017,Dog,Intact Male,1 year,Bluetick Hound Mix,Tricolor,0
A697268,,02/21/2015 09:00:00 AM,02/21/2015 09:00:00 AM,02/20/2014,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,0
A788900,Otis,02/11/2019 06:17:00 PM,02/11/2019 06:17:00 PM,02/11/2017,Dog,Intact Male,2 years,Labrador Retriever Mix,Black/White,0
A773154,Tulip,06/02/2018 06:14:00 PM,06/02/2018 06:14:00 PM,05/28/2016,Dog,Spayed Female,2 years,Chihuahua Longhair Mix,Black/Tan,0
A747161,,04/20/2017 02:02:00 PM,04/20/2017 02:02:00 PM,04/15/2016,Dog,Spayed Female,1 year,Labrador Retriever Mix,Buff,0
A707979,,12/04/2015 12:57:00 PM,12/04/2015 12:57:00 PM,06/28/2015,Cat,Neutered Male,5 months,Siamese Mix,Lynx Point,0
A808836,*Darcy,12/31/2019 07:47:00 PM,12/31/2019 07:47:00 PM,10/14/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Black,0
A784326,Stella,11/15/2018 11:20:00 AM,11/15/2018 11:20:00 AM,01/15/2018,Dog,Intact Female,9 months,Staffordshire Mix,Brown Brindle/White,0
A750201,Lobo,05/28/2017 04:44:00 PM,05/28/2017 04:44:00 PM,05/24/2015,Dog,Neutered Male,2 years,Toy Fox Terrier Mix,Black/Gray,0
